Timestamp,Event
2026-01-14 02:31:26.991264,LOGIN SPIKE CRITICAL - failed=51
2026-01-14 02:32:37.752481,LOGIN FAILED - user=admin
2026-01-14 02:39:24.051959,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:40:22.355729,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:40:30.011608,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:44:42.056361,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:44:42.596531,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:44:49.496264,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-14 02:45:01.985728,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 02:45:02.000637,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:45:32.202276,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:48:40.186638,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:48:55.031878,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:49:16.639196,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:49:19.631028,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:49:36.672613,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:52:13.141859,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:53:27.953957,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:55:44.676284,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:56:06.577036,SECURE HTTP HEADERS CONFIGURED
2026-01-14 02:56:59.143869,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 02:57:02.164129,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 15:36:46.725445,SECURE HTTP HEADERS CONFIGURED
2026-01-14 15:36:47.457166,SECURE HTTP HEADERS CONFIGURED
2026-01-14 15:36:55.560489,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-14 15:36:58.522704,UNAUTHORIZED ADMIN PAGE ACCESS - user=soham - ip=127.0.0.1
2026-01-14 15:37:10.041388,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 15:37:10.064025,LOGIN SPIKE CRITICAL - failed=52
2026-01-14 15:37:48.097525,LOGIN FAILED - user=admin
2026-01-14 15:37:57.425138,LOGIN FAILED - user=bedjsnb
2026-01-14 15:38:01.581138,LOGIN FAILED - user=dbirkhbb
2026-01-14 15:38:01.790281,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-14 15:38:06.632850,LOGIN FAILED - user=rjtymn
2026-01-14 15:38:09.142767,LOGIN FAILED - user=yrjtm
2026-01-14 15:38:11.549635,LOGIN FAILED - user=yjytjt
2026-01-14 15:38:14.021614,LOGIN FAILED - user=yjytjm
2026-01-14 15:38:16.362853,LOGIN FAILED - user=yjtyjyt
2026-01-14 15:38:19.199595,LOGIN FAILED - user=ytjytjty
2026-01-14 15:38:21.676937,LOGIN FAILED - user=jtyjty
2026-01-14 15:38:23.246864,LOGIN FAILED - user=htrj
2026-01-14 15:38:23.493805,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-14 15:38:41.933159,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 15:38:41.943383,LOGIN SPIKE CRITICAL - failed=63
2026-01-14 15:39:16.076393,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-14 15:39:24.047070,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-14 15:39:30.515861,MESSAGE SENT - user=soham
2026-01-14 15:39:35.331428,MESSAGE SENT - user=Shweta
2026-01-14 15:41:45.485675,LOGIN FAILED - user=Saurabh
2026-01-14 15:42:01.579903,LOGIN FAILED - user=Saurabh
2026-01-14 15:42:34.686621,LOGIN FAILED - user=Saurabh
2026-01-14 15:42:46.001459,BRUTE FORCE BLOCKED - user=Saurabh - ip=127.0.0.1
2026-01-14 15:43:33.473125,LOGIN SUCCESS - user=Rushikesh - ip=127.0.0.1
2026-01-14 15:44:15.523528,MESSAGE SENT - user=Rushikesh
2026-01-14 15:44:28.138788,UNAUTHORIZED LOG ACCESS - ip=127.0.0.1
2026-01-14 15:44:34.276448,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 15:44:34.287397,LOGIN SPIKE CRITICAL - failed=66
2026-01-14 15:46:25.545181,LOGIN SUCCESS - user=Rushikesh - ip=127.0.0.1
2026-01-14 15:46:27.234769,LOGOUT - user=Rushikesh - ip=127.0.0.1
2026-01-14 15:46:49.174402,ADMIN LOGIN FAILED - admin=Rushikesh - ip=127.0.0.1
2026-01-14 15:46:54.718499,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 15:46:54.728905,LOGIN SPIKE CRITICAL - failed=67
2026-01-14 23:21:53.118210,SECURE HTTP HEADERS CONFIGURED
2026-01-14 23:21:53.975148,SECURE HTTP HEADERS CONFIGURED
2026-01-14 23:22:02.443536,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-14 23:42:23.312488,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-14 23:42:23.334245,LOGIN SPIKE CRITICAL - failed=67
2026-01-14 23:42:26.887994,LOGIN SPIKE CRITICAL - failed=67
2026-01-14 23:58:11.950649,SECURE HTTP HEADERS CONFIGURED
2026-01-14 23:59:21.006841,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:02:29.963351,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:02:39.327579,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:04:43.333519,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:04:43.872950,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:04:47.498735,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:05:01.653274,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:05:01.664090,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:09:14.132678,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:09:34.175177,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:09:39.410825,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:09:39.910461,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:09:47.501787,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:09:47.593905,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:09:47.612494,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:10:02.899010,ADMIN TOGGLED USER STATUS - user_id=1
2026-01-15 00:10:04.327203,ADMIN TOGGLED USER STATUS - user_id=1
2026-01-15 00:10:17.863797,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:10:41.095205,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-15 00:10:43.343782,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:10:46.888319,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:10:46.897546,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:11:03.760890,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:11:07.702520,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:11:10.555704,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:11:10.564449,LOGIN SPIKE CRITICAL - failed=67
2026-01-15 00:11:23.386128,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 00:11:27.573247,LOGIN FAILED - user=vsfdv - ip=127.0.0.1
2026-01-15 00:11:31.144587,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:11:32.276226,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:11:32.285233,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:11:37.919161,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:11:42.958194,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:11:46.448783,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:11:49.963265,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:11:49.973145,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:11:52.501708,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:15:19.908695,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:17:28.230644,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:17:43.797081,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:17:44.312510,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:18:18.063574,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:23:59.658475,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:24:20.765361,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:24:32.689447,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:24:32.786286,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:26:42.673154,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:30:41.044643,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:30:42.700402,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:30:51.526324,SECURE HTTP HEADERS CONFIGURED
2026-01-15 00:30:53.401252,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:31:14.321455,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:31:14.412014,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:31:18.175693,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:31:20.799949,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:31:20.810117,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:31:26.971503,LOGIN SPIKE CRITICAL - failed=68
2026-01-15 00:31:32.205250,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 00:31:33.474922,LOGIN FAILED - user=admin - ip=127.0.0.1
2026-01-15 00:31:36.818570,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-15 00:31:41.382193,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:31:44.485900,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:31:44.494540,LOGIN SPIKE CRITICAL - failed=69
2026-01-15 00:31:51.017051,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 00:31:54.941970,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:31:56.937878,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 00:32:04.887823,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:32:08.438207,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:32:08.447192,LOGIN SPIKE CRITICAL - failed=69
2026-01-15 00:32:25.943321,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 00:32:29.794489,LOGOUT - user=sahil - ip=127.0.0.1
2026-01-15 00:32:33.867997,LOGIN SUCCESS - user=Rushikesh - ip=127.0.0.1
2026-01-15 00:32:38.568450,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:32:41.878157,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:32:41.888858,LOGIN SPIKE CRITICAL - failed=69
2026-01-15 00:32:51.609836,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 00:32:56.795228,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-15 00:32:59.105929,LOGOUT - user=Shweta - ip=127.0.0.1
2026-01-15 00:33:02.252347,LOGIN SUCCESS - user=Rushikesh - ip=127.0.0.1
2026-01-15 00:33:03.697714,LOGOUT - user=Rushikesh - ip=127.0.0.1
2026-01-15 00:33:07.291041,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:33:08.161173,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 00:33:10.732921,LOGIN FAILED - user=Krutika - ip=127.0.0.1
2026-01-15 00:33:14.664543,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 00:33:16.121472,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 00:33:18.040109,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 00:33:22.213333,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 00:33:22.221777,LOGIN SPIKE CRITICAL - failed=70
2026-01-15 00:57:20.120224,LOGIN SPIKE CRITICAL - failed=70
2026-01-15 00:58:29.711775,ADMIN TOGGLED USER STATUS - user_id=1
2026-01-15 00:58:41.116572,LOCKED ACCOUNT LOGIN ATTEMPT - user=soham - ip=127.0.0.1
2026-01-15 00:58:44.126626,ADMIN TOGGLED USER STATUS - user_id=1
2026-01-15 00:58:45.908101,LOGIN FAILED - user=admin - ip=127.0.0.1
2026-01-15 00:58:49.223661,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:01:50.014042,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:01:50.023462,LOGIN SPIKE CRITICAL - failed=71
2026-01-15 01:05:50.240674,LOGIN FAILED - user=soham - ip=127.0.0.1
2026-01-15 01:08:45.710859,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:34.558421,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:36.357078,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:38.694153,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:39.925654,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:41.037063,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:42.812792,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:45.540877,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:46.685239,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:48.101062,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:49.205152,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:50.300528,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:51.453589,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:52.718607,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:54.108643,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:14:55.834494,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:19:17.061076,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:19:19.117837,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:19:20.037437,LOGIN SPIKE CRITICAL - failed=72
2026-01-15 01:20:17.622822,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:30:17.155999,ADMIN LOGIN FAILED - admin=soham - ip=127.0.0.1
2026-01-15 01:30:19.867584,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:30:19.878841,LOGIN SPIKE CRITICAL - failed=73
2026-01-15 01:30:23.962020,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 01:30:27.578807,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:36:34.264667,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:37:35.759086,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:37:40.809004,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:37:42.368084,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 01:37:46.775011,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 01:37:48.876131,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:37:48.885562,LOGIN SPIKE CRITICAL - failed=73
2026-01-15 01:38:13.486657,LOGIN SPIKE CRITICAL - failed=73
2026-01-15 01:38:13.507678,LOGIN SPIKE CRITICAL - failed=73
2026-01-15 01:52:33.958030,LOGIN SPIKE CRITICAL - failed=73
2026-01-15 01:52:47.368141,LOGIN FAILED - user=admin - ip=127.0.0.1
2026-01-15 01:53:43.746991,LOGIN FAILED - user=admin - ip=127.0.0.1
2026-01-15 01:56:08.990480,ACCOUNT LOCKED - user=admin - ip=127.0.0.1
2026-01-15 01:56:18.430559,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:56:24.295969,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 01:56:27.226181,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:56:27.234885,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:57:06.357273,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:57:06.366467,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:57:54.998821,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:58:01.842387,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 01:58:01.851525,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:58:50.116833,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:58:55.011616,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 01:59:00.412568,LOCKED ACCOUNT LOGIN ATTEMPT - user=admin - ip=127.0.0.1
2026-01-15 01:59:02.753472,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 01:59:30.258991,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 01:59:36.985019,MESSAGE SENT - user=sahil
2026-01-15 01:59:44.648691,MESSAGE SENT - user=soham
2026-01-15 02:00:03.493365,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 02:00:03.502423,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 02:00:18.255167,ADMIN TOGGLED USER STATUS - user_id=11
2026-01-15 02:00:34.528109,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 02:00:36.824533,LOGOUT - user=unknown - ip=127.0.0.1
2026-01-15 02:00:40.591349,UNAUTHORIZED LOG ACCESS - ip=127.0.0.1
2026-01-15 02:00:42.492986,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 02:00:42.501613,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 02:04:42.454463,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 02:04:49.745575,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 02:04:49.755692,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 02:04:52.949831,LOGIN SPIKE CRITICAL - failed=75
2026-01-15 12:19:47.340068,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:19:48.260666,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:19:58.954199,LOGIN FAILED - user=admin - ip=127.0.0.1
2026-01-15 12:20:01.347274,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 12:20:21.667311,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 12:20:21.688760,LOGIN SPIKE CRITICAL - failed=76
2026-01-15 12:20:44.030440,LOGIN SPIKE CRITICAL - failed=76
2026-01-15 12:21:11.686014,LOGIN FAILED - user=Saurabh - ip=127.0.0.1
2026-01-15 12:21:19.570285,LOGIN FAILED - user=Krutika - ip=127.0.0.1
2026-01-15 12:21:26.302545,LOGIN SUCCESS - user=Shweta - ip=127.0.0.1
2026-01-15 12:21:41.466407,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 12:21:53.816139,MESSAGE SENT - user=soham
2026-01-15 12:22:00.224230,MESSAGE SENT - user=Shweta
2026-01-15 12:22:20.535303,UNAUTHORIZED ADMIN ACCESS - ip=127.0.0.1
2026-01-15 12:22:24.567883,ADMIN LOGIN SUCCESS - admin=admin - ip=127.0.0.1
2026-01-15 12:22:24.578567,LOGIN SPIKE CRITICAL - failed=78
2026-01-15 12:35:28.247523,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:35:28.730151,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:35:32.852006,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 12:37:36.153265,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:38:36.579232,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:39:54.122120,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 12:46:03.298120,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:46:14.510316,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 12:48:44.906161,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:48:45.426754,SECURE HTTP HEADERS CONFIGURED
2026-01-15 12:48:50.565899,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 13:05:36.362755,SECURE HTTP HEADERS CONFIGURED
2026-01-15 13:07:08.253581,SECURE HTTP HEADERS CONFIGURED
2026-01-15 13:31:15.801726,SECURE HTTP HEADERS CONFIGURED
2026-01-15 13:35:20.822067,SECURE HTTP HEADERS CONFIGURED
2026-01-15 13:55:39.939246,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:00:43.112453,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 14:03:07.862744,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:04:27.578283,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:05:45.704617,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 14:08:04.624129,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 14:08:11.971224,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 14:22:15.291392,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:24:06.368387,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:24:58.702937,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 14:24:58.791450,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 14:25:00.684474,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 14:26:04.800302,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:36:34.966414,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:47:46.863870,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:48:40.245738,SECURE HTTP HEADERS CONFIGURED
2026-01-15 14:50:12.208552,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 14:50:15.702178,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:27:44.133429,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:31:42.300806,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:31:59.114214,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:34:55.715211,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:34:56.217296,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:40:36.758120,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:40:52.886290,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:40:53.400734,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:41:36.424016,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:41:36.905500,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:45:00.227897,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:45:39.349903,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:46:05.131978,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:46:31.994506,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:47:14.177333,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:47:18.851266,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:48:31.524740,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:49:15.045886,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 15:49:18.027128,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:49:24.189567,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 15:49:27.452281,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:49:33.093121,LOGOUT - user=soham - ip=127.0.0.1
2026-01-15 15:49:35.706692,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:51:11.855621,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 15:51:15.003886,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:56:59.856400,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:57:00.350035,SECURE HTTP HEADERS CONFIGURED
2026-01-15 15:57:16.375755,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:57:16.467373,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 15:57:20.978774,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 19:34:06.170616,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:34:06.898657,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:34:27.665307,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 19:34:27.755741,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 19:34:31.671874,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 19:43:29.391847,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:43:29.850858,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:43:44.130764,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 19:43:45.768765,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 19:43:45.856999,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 19:50:40.727870,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:50:41.174302,SECURE HTTP HEADERS CONFIGURED
2026-01-15 19:50:53.754038,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 20:14:32.420084,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:14:32.858082,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:15:01.863579,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 20:15:04.151270,LOGOUT - user=sahil - ip=127.0.0.1
2026-01-15 20:15:05.702024,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 20:25:01.410399,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:25:01.883382,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:25:17.508552,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 20:25:19.706675,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 20:25:19.796674,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 20:33:54.588771,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:35:45.001677,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:35:55.626850,SECURE HTTP HEADERS CONFIGURED
2026-01-15 20:36:25.400173,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 20:36:25.489244,LOGIN SUCCESS - user=soham - ip=127.0.0.1
2026-01-15 20:36:28.542900,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
2026-01-15 20:36:28.630220,LOGIN SUCCESS - user=sahil - ip=127.0.0.1
